524288 	 2688.7 
524288 	 1337.5 
524288 	 1301.0 
524288 	 1072.2 
524288 	 1092.3 
524288 	 1036.1 
524288 	 1301.0 
524288 	 1239.5 
524288 	 1344.3 
524288 	 1142.2 
524288 	 1297.7 
524288 	 1301.0 
524288 	 1307.5 
524288 	 1225.0 
524288 	 1301.0 
524288 	 1372.5 
524288 	 1294.5 
524288 	 1251.3 
524288 	 1210.8 
524288 	 1278.8 
524288 	 1291.3 
524288 	 1219.3 
524288 	 1205.3 
524288 	 1191.6 
1048576 	 2514.6 
1048576 	 2184.5 
1048576 	 3927.3 
1048576 	 3679.2 
1048576 	 1672.4 
1048576 	 3426.7 
1048576 	 2896.6 
1048576 	 2372.3 
1048576 	 2589.1 
1048576 	 3956.9 
1048576 	 2834.0 
1048576 	 2634.6 
1048576 	 2405.0 
1048576 	 2628.0 
1048576 	 2532.8 
1048576 	 2614.9 
1048576 	 2526.7 
1048576 	 2551.3 
1048576 	 2432.9 
1048576 	 2484.8 
1048576 	 2654.6 
1048576 	 2595.5 
1048576 	 2570.0 
1048576 	 2576.4 
1048576 	 2570.0 
1048576 	 2405.0 
1572864 	 2962.1 
1572864 	 5480.4 
1572864 	 4626.1 
1572864 	 3048.2 
1572864 	 2902.0 
1572864 	 4239.5 
1572864 	 3229.7 
1572864 	 4930.6 
1572864 	 3066.0 
1572864 	 4418.2 
1572864 	 3574.7 
1572864 	 5499.5 
1572864 	 4751.9 
1572864 	 3727.2 
1572864 	 4139.1 
1572864 	 4653.4 
1572864 	 3666.3 
1572864 	 4297.4 
1572864 	 3845.6 
1572864 	 4599.0 
1572864 	 4869.5 
1572864 	 3700.9 
1572864 	 4285.7 
1572864 	 4653.4 
1572864 	 3790.0 
2097152 	 5683.3 
2097152 	 5269.2 
2097152 	 5793.2 
2097152 	 3758.3 
2097152 	 5841.6 
2097152 	 3919.9 
2097152 	 3799.2 
2097152 	 6393.8 
2097152 	 3876.4 
2097152 	 3554.5 
2097152 	 6921.3 
2097152 	 6533.2 
2097152 	 5924.2 
2097152 	 4424.4 
2097152 	 5607.4 
2097152 	 6452.8 
2097152 	 5017.1 
2097152 	 6260.2 
2097152 	 5295.8 
2097152 	 5761.4 
2097152 	 5592.4 
2097152 	 5683.3 
2097152 	 5447.1 
2097152 	 4865.8 
2097152 	 4922.9 
2097152 	 7109.0 
2097152 	 2924.9 
2621440 	 7142.9 
2621440 	 4863.5 
2621440 	 4639.7 
2621440 	 3034.1 
2621440 	 7384.3 
2621440 	 2975.5 
2621440 	 6570.0 
2621440 	 2834.0 
2621440 	 4689.5 
2621440 	 8217.7 
2621440 	 5012.3 
2621440 	 8066.0 
2621440 	 6862.4 
2621440 	 7489.8 
2621440 	 7665.0 
2621440 	 8269.5 
2621440 	 7343.0 
2621440 	 7687.5 
2621440 	 7201.8 
2621440 	 7201.8 
2621440 	 8090.9 
2621440 	 7872.2 
2621440 	 7322.5 
2621440 	 7405.2 
2621440 	 7104.2 
2621440 	 9567.3 
2621440 	 7085.0 
3145728 	 3081.0 
3145728 	 2589.1 
3145728 	 5368.1 
3145728 	 3434.2 
3145728 	 3075.0 
3145728 	 3404.5 
3145728 	 7085.0 
3145728 	 2711.8 
3145728 	 6581.0 
3145728 	 7598.4 
3145728 	 4869.5 
3145728 	 7085.0 
3145728 	 5433.0 
3145728 	 7507.7 
3145728 	 9144.6 
3145728 	 8086.7 
3145728 	 8548.2 
3145728 	 9306.9 
3145728 	 9306.9 
3145728 	 8738.1 
3145728 	 9065.5 
3145728 	 8936.7 
3145728 	 8762.5 
3145728 	 9279.4 
3145728 	 8024.8 
3145728 	 9279.4 
3145728 	 9362.3 
3145728 	 7315.6 
3145728 	 9334.5 
3145728 	 7923.7 
3670016 	 4913.0 
3670016 	 3455.8 
3670016 	 3775.7 
3670016 	 3695.9 
3670016 	 4015.3 
3670016 	 3783.5 
3670016 	 6137.2 
3670016 	 3619.3 
3670016 	 3276.8 
3670016 	 6178.5 
3670016 	 7841.9 
3670016 	 3729.7 
3670016 	 6284.3 
3670016 	 4262.5 
3670016 	 12032.8 
3670016 	 9458.8 
3670016 	 8048.3 
3670016 	 8284.5 
3670016 	 9061.8 
3670016 	 10826.0 
3670016 	 3570.1 
3670016 	 3640.9 
3670016 	 5761.4 
3670016 	 10826.0 
3670016 	 5318.9 
3670016 	 9632.6 
3670016 	 3756.4 
3670016 	 6541.9 
